frame,class_id,class_name,confidence,x1,y1,x2,y2
411,5,speedboat,0.9108,1309.0,336.6,1448.7,408.0
411,5,speedboat,0.8888,104.3,185.3,243.3,269.6
412,5,speedboat,0.9098,1311.0,336.0,1454.6,408.2
412,5,speedboat,0.8889,110.0,184.2,247.7,270.6
413,5,speedboat,0.9149,1316.5,335.4,1459.1,408.3
413,5,speedboat,0.8866,114.9,183.5,249.9,268.9
414,5,speedboat,0.9152,1321.1,336.3,1463.5,406.8
414,5,speedboat,0.876,119.0,182.9,255.9,267.8
415,5,speedboat,0.9164,1323.7,336.2,1465.6,406.6
415,5,speedboat,0.8864,124.1,182.4,258.1,265.4
416,5,speedboat,0.9165,1323.7,336.2,1465.6,406.6
416,5,speedboat,0.8865,124.1,182.4,258.2,265.3
417,5,speedboat,0.9146,1327.0,335.3,1469.6,406.6
417,5,speedboat,0.886,128.8,181.4,260.8,263.2
418,5,speedboat,0.9068,1333.1,334.5,1473.2,407.0
418,5,speedboat,0.8759,130.5,180.3,263.7,264.6
419,5,speedboat,0.9122,1337.0,333.1,1479.3,407.2
419,5,speedboat,0.8751,135.9,180.1,269.2,262.6
420,5,speedboat,0.9079,1340.1,333.5,1482.4,406.5
421,5,speedboat,0.9081,1340.1,333.5,1482.4,406.6
422,5,speedboat,0.9132,1345.7,334.4,1487.2,405.6
422,5,speedboat,0.8751,143.5,178.6,280.7,260.6
423,5,speedboat,0.9101,1348.5,333.8,1493.2,406.0
423,5,speedboat,0.8727,148.7,176.4,283.5,258.9
424,5,speedboat,0.9161,1352.6,333.8,1494.4,404.7
424,5,speedboat,0.8825,152.4,177.3,289.4,259.1
425,5,speedboat,0.9174,1358.8,333.8,1502.2,404.4
425,5,speedboat,0.868,155.3,174.3,291.5,257.2
426,5,speedboat,0.9173,1358.8,333.8,1502.2,404.4
426,5,speedboat,0.8679,155.3,174.3,291.5,257.2
427,5,speedboat,0.9138,1362.9,333.3,1509.0,404.2
427,5,speedboat,0.8886,160.4,173.4,295.7,255.6
428,5,speedboat,0.905,1364.8,333.5,1511.0,403.3
428,5,speedboat,0.8791,165.2,174.1,301.0,256.3
429,5,speedboat,0.8819,169.5,173.4,304.9,254.9
429,5,speedboat,0.7876,1370.0,332.5,1516.1,404.3
430,5,speedboat,0.8924,1374.5,331.6,1518.1,403.2
430,5,speedboat,0.8862,173.1,173.2,312.0,254.4
431,5,speedboat,0.8924,1374.5,331.7,1518.0,403.2
431,5,speedboat,0.8862,173.1,173.1,312.1,254.4
432,5,speedboat,0.8907,1376.5,331.7,1520.4,400.8
432,5,speedboat,0.8894,176.6,169.7,313.9,251.4
433,5,speedboat,0.9027,1382.5,331.1,1524.1,400.5
433,5,speedboat,0.8596,179.2,170.0,318.9,253.2
434,5,speedboat,0.9078,1387.1,330.3,1529.9,400.1
434,5,speedboat,0.8606,182.8,168.8,325.2,251.9
435,5,speedboat,0.9171,1391.5,330.3,1532.5,399.9
435,5,speedboat,0.8733,188.0,167.6,326.1,251.9
436,5,speedboat,0.917,1391.5,330.4,1532.5,399.9
436,5,speedboat,0.8732,188.0,167.6,326.1,251.9
437,5,speedboat,0.9072,1395.2,328.9,1537.2,401.1
437,5,speedboat,0.8865,194.3,168.5,333.2,251.3
438,5,speedboat,0.8882,199.4,167.0,337.9,250.6
439,5,speedboat,0.8887,199.8,164.6,339.5,248.4
439,5,speedboat,0.826,1404.4,330.2,1546.1,398.3
440,5,speedboat,0.8843,1409.3,329.1,1552.4,398.2
440,5,speedboat,0.8839,206.8,164.1,345.1,248.5
441,5,speedboat,0.8847,1409.3,329.1,1552.4,398.2
441,5,speedboat,0.884,206.7,164.1,345.1,248.5
442,5,speedboat,0.8806,1413.8,328.4,1554.9,397.8
442,5,speedboat,0.8769,211.3,164.1,346.7,247.9
443,5,speedboat,0.8798,1418.7,329.0,1558.7,397.9
443,5,speedboat,0.8796,214.4,162.0,351.7,245.7
444,5,speedboat,0.8761,1423.7,328.5,1562.0,396.8
444,5,speedboat,0.8756,221.2,161.0,358.9,245.1
445,5,speedboat,0.8846,225.4,161.4,359.8,245.8
445,5,speedboat,0.8803,1423.7,328.3,1566.1,397.1
446,5,speedboat,0.8852,225.4,161.4,359.8,245.8
446,5,speedboat,0.8803,1423.7,328.3,1566.1,397.1
447,5,speedboat,0.8805,1431.4,328.0,1570.7,396.6
447,5,speedboat,0.8742,226.8,159.8,368.2,244.0
448,5,speedboat,0.8808,1435.9,327.3,1576.1,397.1
448,5,speedboat,0.8727,232.8,158.9,372.4,243.8
449,5,speedboat,0.8872,1439.4,326.0,1581.1,396.3
449,5,speedboat,0.8611,237.5,157.0,374.6,241.5
450,5,speedboat,0.8835,1443.8,326.5,1587.4,396.9
450,5,speedboat,0.8813,244.8,158.0,379.3,239.3
451,5,speedboat,0.8838,1443.8,326.5,1587.4,396.9
451,5,speedboat,0.8813,244.8,158.0,379.3,239.3
452,5,speedboat,0.8893,250.5,157.7,382.9,237.5
452,5,speedboat,0.8805,1448.2,325.6,1589.8,397.3
453,5,speedboat,0.8743,1452.5,326.7,1593.3,396.5
453,5,speedboat,0.8689,252.3,155.5,391.7,238.7
454,5,speedboat,0.8741,1456.4,325.3,1596.1,396.0
454,5,speedboat,0.7604,258.0,155.9,393.5,237.7
455,5,speedboat,0.8822,1462.4,324.9,1600.8,396.1
455,5,speedboat,0.8399,261.4,157.4,395.7,235.8
456,5,speedboat,0.8822,1462.4,324.8,1600.8,396.1
456,5,speedboat,0.8396,261.4,157.4,395.7,235.8
457,5,speedboat,0.8818,1466.9,324.8,1605.7,395.8
457,5,speedboat,0.8554,267.6,155.8,402.1,232.0
458,5,speedboat,0.8783,1469.0,323.3,1610.2,396.2
458,5,speedboat,0.8637,270.6,152.6,409.0,231.7
459,5,speedboat,0.8813,1470.6,323.6,1614.6,394.9
459,5,speedboat,0.8635,272.6,152.2,413.1,234.9
460,5,speedboat,0.8867,1479.5,323.2,1619.0,395.1
460,5,speedboat,0.8498,278.5,151.6,420.8,235.0
461,5,speedboat,0.8864,1479.5,323.2,1618.9,395.0
461,5,speedboat,0.8498,278.4,151.6,421.2,235.1
462,5,speedboat,0.8965,1484.1,322.4,1625.2,393.5
462,5,speedboat,0.8769,283.2,151.1,422.9,232.4
463,5,speedboat,0.9005,1489.1,322.5,1627.0,394.1
463,5,speedboat,0.8822,287.9,151.8,423.0,229.7
464,5,speedboat,0.9036,291.9,150.4,427.7,230.0
464,5,speedboat,0.8918,1491.7,322.6,1633.3,394.5
465,5,speedboat,0.9098,296.2,151.0,434.0,228.1
465,5,speedboat,0.887,1494.7,322.4,1638.5,392.9
466,5,speedboat,0.9097,296.2,151.0,434.0,228.1
466,5,speedboat,0.8891,1494.7,322.4,1638.5,392.9
467,5,speedboat,0.8926,300.4,150.2,437.2,228.5
467,5,speedboat,0.8909,1501.5,321.3,1641.5,394.5
468,5,speedboat,0.8976,1506.4,320.8,1645.9,393.0
468,5,speedboat,0.889,305.4,149.2,443.1,227.7
469,5,speedboat,0.8978,311.1,148.7,444.3,228.4
469,5,speedboat,0.8931,1509.4,320.1,1649.2,391.2
